#Position (bp)	mapping quality
80556.0	41.980748774637604
241667.0	41.90600663360263
402778.0	41.92401017143155
563889.0	41.994279010295145
725000.0	41.51720954039312
886111.0	41.994687530635396
1047222.0	41.99851112736391
1208333.0	42.0
1369444.0	41.99986238802645
1530555.0	38.75845572347639
1691666.0	35.10670980788675
1852777.0	28.983373361696287
2013888.0	42.0
2174999.0	41.97451700463037
2336110.0	41.998482932996204
2497221.0	41.82946484325291
2658332.0	41.81883867468903
2819443.0	41.978878988414706
2980554.0	41.99535091910654
3141665.0	41.99719008045383
3302776.0	41.96564706346667
3463887.0	42.0
3624998.0	41.9781672212539
3786109.0	41.93652583012104
3947220.0	41.99584080288631
4108331.0	42.0
4269442.0	41.99949703008239
4430553.0	0.0
4591664.0	0.0
4752775.0	41.990004129237334
4913886.0	41.7705030911407
5074997.0	42.0
5236108.0	42.0
5397219.0	0.0
5558330.0	41.992786705624546
5719441.0	42.0
5880552.0	42.0
6041663.0	41.99749513564288
6202774.0	42.0
6363885.0	0.0
6524996.0	0.0
6686107.0	0.0
6847218.0	42.0
7008329.0	0.0
7169440.0	41.92766480141941
7330551.0	0.0
7491662.0	0.0
7652773.0	0.0
7813884.0	41.99930628964059
7974995.0	41.999827805338036
8136106.0	42.0
8297217.0	42.0
8458328.0	0.0
8619439.0	41.990728406245005
8780550.0	41.98774827399439
8941661.0	42.0
9102772.0	0.0
9263883.0	42.0
9424994.0	41.97466139848053
9586105.0	41.74513146297251
9747216.0	0.0
9908327.0	0.0
1.0069438E7	41.999739826922955
1.0230549E7	41.99954960751512
1.039166E7	42.0
1.0552771E7	42.0
1.0713882E7	42.0
1.0874993E7	0.0
1.1036104E7	0.0
1.1197215E7	0.0
1.1358326E7	0.0
1.1519437E7	0.0
1.1680548E7	42.0
1.1841659E7	42.0
1.200277E7	42.0
1.2163881E7	0.0
1.2324992E7	0.0
1.2486103E7	0.0
1.2647214E7	0.0
1.2808325E7	0.0
1.2969436E7	42.0
1.3130547E7	42.0
1.3291658E7	41.99969730166052
1.3452769E7	42.0
1.361388E7	42.0
1.3774991E7	41.91547620862618
1.3936102E7	42.0
1.4097213E7	42.0
1.4258324E7	41.9995364443071
1.4419435E7	41.991326973113615
1.4580546E7	0.0
1.4741657E7	41.99905622219226
1.4902768E7	0.0
1.5063879E7	0.0
1.522499E7	42.0
1.5386101E7	42.0
1.5547212E7	42.0
1.5708323E7	0.0
1.5869434E7	42.0
1.6030545E7	41.96354837861294
1.6191656E7	0.0
1.6352767E7	41.998990267833044
1.6513878E7	42.0
1.6674989E7	41.995223561603915
1.68361E7	0.0
1.6997211E7	0.0
1.7158322E7	42.0
1.7319433E7	42.0
1.7480544E7	41.990096149274585
1.7641655E7	40.774025640519135
1.7802766E7	42.0
1.7963877E7	42.0
1.8124988E7	41.99327351497854
1.8286099E7	41.992757713860854
1.844721E7	41.89886776223834
1.8608321E7	41.997014476028
1.8769432E7	42.0
1.8930543E7	0.0
1.9091654E7	0.0
1.9252765E7	42.0
1.9413876E7	42.0
1.9574987E7	41.96343774003584
1.9736098E7	41.894836491815866
1.9897209E7	41.99610816821362
2.005832E7	41.99850726191045
2.0219431E7	41.996951684194485
2.0380542E7	42.0
2.0541653E7	41.99783880110335
2.0702764E7	41.818113597587306
2.0863875E7	0.0
2.1024986E7	0.0
2.1186097E7	41.99489070220093
2.1347208E7	41.981940235566405
2.1508319E7	42.0
2.166943E7	42.0
2.1830541E7	0.0
2.1991652E7	0.0
2.2152763E7	0.0
2.2313874E7	0.0
2.2474985E7	0.0
2.2636096E7	42.0
2.2797207E7	0.0
2.2958318E7	42.0
2.3119429E7	42.0
2.328054E7	41.93609865470852
2.3441651E7	41.98858683723701
2.3602762E7	41.525004208045786
2.3763873E7	27.820941844290964
2.3924984E7	41.97476259950344
2.4086095E7	0.0
2.4247206E7	0.0
2.4408317E7	42.0
2.4569428E7	42.0
2.4730539E7	42.0
2.489165E7	41.94215540707746
2.5052761E7	41.999902446728946
2.5213872E7	41.94228296203448
2.5374983E7	41.97694716503431
2.5536094E7	41.8067574937004
2.5697205E7	38.905730662202465
2.5858316E7	25.679074682949743
2.6019427E7	0.0
2.6180538E7	0.0
2.6341649E7	0.0
2.650276E7	0.0
2.6663871E7	0.0
2.6824982E7	0.0
2.6986093E7	0.0
2.7147204E7	0.0
2.7308315E7	0.0
2.7469426E7	0.0
2.7630537E7	0.0
2.7791648E7	0.0
2.7952759E7	0.0
2.811387E7	0.0
2.8274981E7	0.0
2.8436092E7	0.0
2.8597203E7	0.0
2.8758314E7	0.0
2.8919425E7	0.0
2.9080536E7	0.0
2.9241647E7	0.0
2.9402758E7	0.0
2.9563869E7	0.0
2.972498E7	0.0
2.9886091E7	0.0
3.0047202E7	0.0
3.0208313E7	42.0
3.0369424E7	42.0
3.0530535E7	0.0
3.0691646E7	0.0
3.0852757E7	0.0
3.1013868E7	0.0
3.1174979E7	0.0
3.133609E7	41.99949595261955
3.1497201E7	41.998695010581706
3.1658312E7	42.0
3.1819423E7	41.99753950362555
3.1980534E7	41.941062824463906
3.2141645E7	41.99991924521191
3.2302756E7	42.0
3.2463867E7	41.999917005724626
3.2624978E7	42.0
3.2786089E7	41.98518037752177
3.29472E7	41.99434102626951
3.3108311E7	41.94010316621573
3.3269422E7	41.60438832056986
3.3430533E7	42.0
3.3591644E7	41.99811206608812
3.3752755E7	41.97819069421476
3.3913866E7	42.0
3.4074977E7	41.99978700745474
3.4236088E7	41.999797577679566
3.4397199E7	41.992581372676185
3.455831E7	41.993346505133985
3.4719421E7	41.98466787414178
3.4880532E7	41.99440565720058
3.5041643E7	41.99498601230253
3.5202754E7	41.9868717104165
3.5363865E7	41.91948987694587
3.5524976E7	41.994817690708246
3.5686087E7	41.972079730323905
3.5847198E7	42.0
3.6008309E7	41.99541119730291
3.616942E7	41.95127018308865
3.6330531E7	42.0
3.6491642E7	42.0
3.6652753E7	41.996090524666364
3.6813864E7	41.9991324331885
3.6974975E7	41.995767293262624
3.7136086E7	41.917919099329346
3.7297197E7	42.0
3.7458308E7	41.9963491300244
3.7619419E7	42.0
3.778053E7	41.958813600728455
3.7941641E7	42.0
3.8102752E7	41.9997464663751
3.8263863E7	41.99870732372923
3.8424974E7	42.0
3.8586085E7	41.987177737957715
3.8747196E7	41.99391422866018
3.8908307E7	41.795166916634365
3.9069418E7	41.99560427559281
3.9230529E7	0.0
3.939164E7	0.0
3.9552751E7	0.0
3.9713862E7	0.0
3.9874973E7	0.0
4.0036084E7	0.0
4.0197195E7	42.0
4.0358306E7	0.0
4.0519417E7	0.0
4.0680528E7	41.99419492820043
4.0841639E7	0.0
4.100275E7	42.0
4.1163861E7	41.98435719420677
4.1324972E7	41.9996310005125
4.1486083E7	41.99993153900321
4.1647194E7	0.0
4.1808305E7	0.0
4.1969416E7	42.0
4.2130527E7	42.0
4.2291638E7	41.99960176991151
4.2452749E7	42.0
4.261386E7	42.0
4.2774971E7	42.0
4.2936082E7	42.0
4.3097193E7	0.0
4.3258304E7	42.0
4.3419415E7	42.0
4.3580526E7	42.0
4.3741637E7	41.99980238734903
4.3902748E7	42.0
4.4063859E7	41.999779441882936
4.422497E7	42.0
4.4386081E7	41.99991357491203
4.4547192E7	41.99988270974012
4.4708303E7	41.981588362191125
4.4869414E7	41.99988427265363
4.5030525E7	41.828821585348
4.5191636E7	38.61434217117836
4.5352747E7	41.99693734136058
4.5513858E7	42.0
4.5674969E7	41.176813690716294
4.583608E7	41.9657112732487
4.5997191E7	41.99781764417365
4.6158302E7	42.0
4.6319413E7	41.97442440254828
4.6480524E7	42.0
4.6641635E7	41.76471910193814
4.6802746E7	41.807646794988024
4.6963857E7	42.0
4.7124968E7	41.981172727930016
4.7286079E7	42.0
4.744719E7	0.0
4.7608301E7	41.78572066075134
4.7769412E7	41.99825452237385
4.7930523E7	0.0
4.8091634E7	0.0
4.8252745E7	0.0
4.8413856E7	0.0
4.8574967E7	41.999854057716696
4.8736078E7	41.999593763299416
4.8897189E7	41.99438900052274
4.90583E7	41.99776035321383
4.9219411E7	41.96097746325727
4.9380522E7	41.99949239805661
4.9541633E7	41.769521654613754
4.9702744E7	42.0
4.9863855E7	41.974810927958025
5.0024966E7	41.61582919774188
5.0186077E7	41.99597662611361
5.0347188E7	41.98424938474159
5.0508299E7	42.0
5.066941E7	41.612655030921275
5.0830521E7	41.997025514901395
5.0991632E7	41.99628799176063
5.1152743E7	0.0
5.1313854E7	41.99611183114238
5.1474965E7	42.0
5.1636076E7	41.999873625679264
5.1797187E7	42.0
5.1958298E7	0.0
5.2119409E7	41.99284179196302
5.228052E7	0.0
5.2441631E7	0.0
5.2602742E7	0.0
5.2763853E7	0.0
5.2924964E7	42.0
5.3086075E7	0.0
5.3247186E7	42.0
5.3408297E7	42.0
5.3569408E7	42.0
5.3730519E7	0.0
5.389163E7	41.72932286526536
5.4052741E7	41.996451401210415
5.4213852E7	41.99816039425656
5.4374963E7	0.0
5.4536074E7	42.0
5.4697185E7	41.914391444972175
5.4858296E7	0.0
5.5019407E7	0.0
5.5180518E7	0.0
5.5341629E7	0.0
5.550274E7	0.0
5.5663851E7	0.0
5.5824962E7	0.0
5.5986073E7	42.0
5.6147184E7	0.0
5.6308295E7	42.0
5.6469406E7	39.96988063578453
5.6630517E7	42.0
5.6791628E7	0.0
5.6952739E7	0.0
5.711385E7	42.0
5.7274961E7	41.9937969216499
5.7436072E7	41.95335644152293
5.7597183E7	41.9979446356622
5.7758294E7	42.0
5.7919405E7	0.0
5.8080516E7	42.0
5.8241627E7	42.0
5.8402738E7	41.99028141340975
5.8563849E7	41.99941518839288
5.872496E7	41.94790613905517
5.8886071E7	41.998774316878446
5.9047182E7	41.99470300476926
5.9208293E7	42.0
5.9369404E7	41.99971812837239
5.9530515E7	42.0
5.9691626E7	42.0
5.9852737E7	41.99986599493971
6.0013848E7	41.98292781913867
6.0174959E7	0.0
6.033607E7	0.0
6.0497181E7	0.0
6.0658292E7	0.0
6.0819403E7	0.0
6.0980514E7	0.0
6.1141625E7	0.0
6.1302736E7	41.771142515394494
6.1463847E7	42.0
6.1624958E7	42.0
6.1786069E7	42.0
6.194718E7	41.84229138494294
6.2108291E7	41.64490062961484
6.2269402E7	41.819793625569886
6.2430513E7	41.95616142164564
6.2591624E7	41.99923545021758
6.2752735E7	41.169066712866574
6.2913846E7	41.81197191093236
6.3074957E7	42.0
6.3236068E7	41.798756956317305
6.3397179E7	41.64250057935063
6.355829E7	41.66847396903776
6.3719401E7	41.78668366899962
6.3880512E7	40.64962418220578
6.4041623E7	41.38460928012098
6.4202734E7	41.757378066240335
6.43637285E7	0.0
