#Position (bp)	insert size
80556.0	298.8799126637555
241667.0	300.0169002473207
402778.0	299.8574140476693
563889.0	299.52450980392155
725000.0	299.2186948853616
886111.0	299.07174447174447
1047222.0	299.54478527607364
1208333.0	301.1236698303135
1369444.0	299.6655844155844
1530555.0	300.2045028142589
1691666.0	300.6368989205103
1852777.0	300.5668580803938
2013888.0	300.54715568862275
2174999.0	300.71945337620576
2336110.0	300.20505809979494
2497221.0	297.54565376186997
2658332.0	298.088644524237
2819443.0	297.1638242894057
2980554.0	298.6675667566757
3141665.0	298.15294957183636
3302776.0	297.1284588035245
3463887.0	302.42586750788644
3624998.0	297.4833943514644
3786109.0	299.28809566950537
3947220.0	299.02150537634407
4108331.0	302.6307519640853
4269442.0	300.780487804878
4430553.0	0.0
4591664.0	0.0
4752775.0	298.6158165652784
4913886.0	300.00138440239965
5074997.0	301.2139072847682
5236108.0	300.724630290668
5397219.0	0.0
5558330.0	300.61968085106383
5719441.0	300.75657894736844
5880552.0	299.6983498349835
6041663.0	300.4649991879162
6202774.0	301.9586776859504
6363885.0	0.0
6524996.0	0.0
6686107.0	0.0
6847218.0	298.0530120481928
7008329.0	0.0
7169440.0	303.94160583941607
7330551.0	0.0
7491662.0	0.0
7652773.0	0.0
7813884.0	301.763503649635
7974995.0	300.17180762852405
8136106.0	299.73312883435585
8297217.0	304.97058823529414
8458328.0	0.0
8619439.0	300.4932214331827
8780550.0	301.10490137477586
8941661.0	300.7059679767103
9102772.0	0.0
9263883.0	298.8491620111732
9424994.0	296.0500338066261
9586105.0	298.81517811048013
9747216.0	0.0
9908327.0	0.0
1.0069438E7	300.54996600951733
1.0230549E7	300.31616982836493
1.039166E7	299.9954022988506
1.0552771E7	296.76539589442814
1.0713882E7	297.8267477203647
1.0874993E7	0.0
1.1036104E7	0.0
1.1197215E7	0.0
1.1358326E7	0.0
1.1519437E7	0.0
1.1680548E7	302.375
1.1841659E7	301.7364620938628
1.200277E7	301.79237288135596
1.2163881E7	0.0
1.2324992E7	0.0
1.2486103E7	0.0
1.2647214E7	0.0
1.2808325E7	0.0
1.2969436E7	298.7076923076923
1.3130547E7	297.62794811320754
1.3291658E7	297.810705973623
1.3452769E7	299.2938775510204
1.361388E7	299.50847457627117
1.3774991E7	297.6267918932279
1.3936102E7	299.13508891928865
1.4097213E7	299.7837837837838
1.4258324E7	302.12355212355214
1.4419435E7	301.5774647887324
1.4580546E7	0.0
1.4741657E7	298.11392405063293
1.4902768E7	0.0
1.5063879E7	0.0
1.522499E7	295.71165644171776
1.5386101E7	303.76027397260276
1.5547212E7	300.79245283018867
1.5708323E7	0.0
1.5869434E7	299.84578884934757
1.6030545E7	300.23995407577496
1.6191656E7	0.0
1.6352767E7	300.8234172387491
1.6513878E7	300.83487369069627
1.6674989E7	298.7606907894737
1.68361E7	0.0
1.6997211E7	0.0
1.7158322E7	300.2846715328467
1.7319433E7	299.3983870967742
1.7480544E7	299.3553459119497
1.7641655E7	299.4774557165862
1.7802766E7	299.6727828746177
1.7963877E7	300.8389860764013
1.8124988E7	300.25494071146244
1.8286099E7	299.3952424519671
1.844721E7	300.25159744408944
1.8608321E7	299.35898379970547
1.8769432E7	301.0673886883273
1.8930543E7	0.0
1.9091654E7	0.0
1.9252765E7	301.05750798722045
1.9413876E7	300.97014925373134
1.9574987E7	299.6376811594203
1.9736098E7	299.2443572129539
1.9897209E7	298.76807817589577
2.005832E7	299.3989876760563
2.0219431E7	300.539837398374
2.0380542E7	300.35153846153844
2.0541653E7	299.59291628334864
2.0702764E7	300.38072776280325
2.0863875E7	0.0
2.1024986E7	0.0
2.1186097E7	299.4977466199299
2.1347208E7	299.9067726898821
2.1508319E7	301.06901217861974
2.166943E7	299.47791164658634
2.1830541E7	0.0
2.1991652E7	0.0
2.2152763E7	0.0
2.2313874E7	0.0
2.2474985E7	0.0
2.2636096E7	299.6183745583039
2.2797207E7	0.0
2.2958318E7	300.5311475409836
2.3119429E7	299.3665071770335
2.328054E7	300.9251336898396
2.3441651E7	299.9451094890511
2.3602762E7	301.81558028616854
2.3763873E7	302.29525862068965
2.3924984E7	299.52698412698413
2.4086095E7	0.0
2.4247206E7	0.0
2.4408317E7	300.8164893617021
2.4569428E7	300.2167101827676
2.4730539E7	298.29818181818183
2.489165E7	299.55364134690683
2.5052761E7	298.45746346555325
2.5213872E7	299.1348797250859
2.5374983E7	299.7970937912814
2.5536094E7	299.4145545796738
2.5697205E7	299.73805309734513
2.5858316E7	299.51666666666665
2.6019427E7	0.0
2.6180538E7	0.0
2.6341649E7	0.0
2.650276E7	0.0
2.6663871E7	0.0
2.6824982E7	0.0
2.6986093E7	0.0
2.7147204E7	0.0
2.7308315E7	0.0
2.7469426E7	0.0
2.7630537E7	0.0
2.7791648E7	0.0
2.7952759E7	0.0
2.811387E7	0.0
2.8274981E7	0.0
2.8436092E7	0.0
2.8597203E7	0.0
2.8758314E7	0.0
2.8919425E7	0.0
2.9080536E7	0.0
2.9241647E7	0.0
2.9402758E7	0.0
2.9563869E7	0.0
2.972498E7	0.0
2.9886091E7	0.0
3.0047202E7	0.0
3.0208313E7	301.55160142348757
3.0369424E7	300.6
3.0530535E7	0.0
3.0691646E7	0.0
3.0852757E7	0.0
3.1013868E7	0.0
3.1174979E7	0.0
3.133609E7	298.6319625195211
3.1497201E7	300.41299181410085
3.1658312E7	299.11701244813275
3.1819423E7	299.1505852578298
3.1980534E7	299.8107255520505
3.2141645E7	300.04138464513636
3.2302756E7	299.2678708685626
3.2463867E7	299.853539462978
3.2624978E7	300.2127255460589
3.2786089E7	299.19761904761907
3.29472E7	300.04144783534423
3.3108311E7	300.58389435525635
3.3269422E7	299.9216018048505
3.3430533E7	300.5553869499241
3.3591644E7	299.94990892531877
3.3752755E7	299.74399215301617
3.3913866E7	299.07917383821
3.4074977E7	300.72934190994556
3.4236088E7	299.4843049327354
3.4397199E7	300.3110530246453
3.455831E7	300.1771608471666
3.4719421E7	299.4368406816338
3.4880532E7	299.7800329127811
3.5041643E7	299.55923939541685
3.5202754E7	300.7670652715496
3.5363865E7	299.906703738029
3.5524976E7	300.3821737736454
3.5686087E7	299.72926829268295
3.5847198E7	300.28266913809085
3.6008309E7	299.9561157796452
3.616942E7	299.83074684772066
3.6330531E7	297.34507042253523
3.6491642E7	300.08263136782995
3.6652753E7	300.0532356532357
3.6813864E7	300.3665246028671
3.6974975E7	300.1328470955978
3.7136086E7	300.3200468933177
3.7297197E7	301.32343954604977
3.7458308E7	298.82885211995864
3.7619419E7	301.09774436090225
3.778053E7	299.51100628930817
3.7941641E7	299.6665174574754
3.8102752E7	299.73853989813244
3.8263863E7	300.0388639760837
3.8424974E7	300.3762340036563
3.8586085E7	299.8708736373407
3.8747196E7	299.7024572649573
3.8908307E7	300.30563998649103
3.9069418E7	300.006038647343
3.9230529E7	0.0
3.939164E7	0.0
3.9552751E7	0.0
3.9713862E7	0.0
3.9874973E7	0.0
4.0036084E7	0.0
4.0197195E7	299.45985401459853
4.0358306E7	0.0
4.0519417E7	0.0
4.0680528E7	300.30671506352087
4.0841639E7	0.0
4.100275E7	299.8707865168539
4.1163861E7	299.29398663697106
4.1324972E7	300.0759776536313
4.1486083E7	300.30460886455944
4.1647194E7	0.0
4.1808305E7	0.0
4.1969416E7	300.91946308724835
4.2130527E7	299.4965648854962
4.2291638E7	298.43780607247794
4.2452749E7	297.5062893081761
4.261386E7	300.6363636363636
4.2774971E7	300.0103986135182
4.2936082E7	298.32971014492756
4.3097193E7	0.0
4.3258304E7	301.24657534246575
4.3419415E7	298.93650793650795
4.3580526E7	300.3611793611794
4.3741637E7	299.74362300043236
4.3902748E7	302.30357142857144
4.4063859E7	299.1067382230173
4.422497E7	300.73221387538666
4.4386081E7	300.17392465936416
4.4547192E7	300.09551714034575
4.4708303E7	299.4237288135593
4.4869414E7	300.2389169889914
4.5030525E7	300.18874257681387
4.5191636E7	299.1254237288136
4.5352747E7	299.8322113766409
4.5513858E7	299.96933560477004
4.5674969E7	299.74116645381014
4.583608E7	299.7663085613025
4.5997191E7	299.3308086195861
4.6158302E7	300.1043856469735
4.6319413E7	300.4312085376406
4.6480524E7	300.94861878453037
4.6641635E7	299.8260590500642
4.6802746E7	298.9658273381295
4.6963857E7	300.2452173913043
4.7124968E7	299.46533416614614
4.7286079E7	300.8622860020141
4.744719E7	0.0
4.7608301E7	299.85413839891453
4.7769412E7	300.3784665579119
4.7930523E7	0.0
4.8091634E7	0.0
4.8252745E7	0.0
4.8413856E7	0.0
4.8574967E7	299.00960827790095
4.8736078E7	300.2156237544839
4.8897189E7	298.5102412380519
4.90583E7	299.6221757868617
4.9219411E7	300.01718523878435
4.9380522E7	299.9230769230769
4.9541633E7	299.94369501466275
4.9702744E7	299.7294117647059
4.9863855E7	300.54428649535265
5.0024966E7	299.8328340323547
5.0186077E7	299.52119402985073
5.0347188E7	299.2969837587007
5.0508299E7	299.4711417816813
5.066941E7	300.93532889874353
5.0830521E7	299.9110586383314
5.0991632E7	300.30864197530866
5.1152743E7	0.0
5.1313854E7	301.9612903225806
5.1474965E7	300.3387776606955
5.1636076E7	300.19175147295124
5.1797187E7	300.29133858267716
5.1958298E7	0.0
5.2119409E7	300.5509099852435
5.228052E7	0.0
5.2441631E7	0.0
5.2602742E7	0.0
5.2763853E7	0.0
5.2924964E7	305.0875912408759
5.3086075E7	0.0
5.3247186E7	300.5352323838081
5.3408297E7	301.56906077348066
5.3569408E7	301.06235011990407
5.3730519E7	0.0
5.389163E7	299.41346153846155
5.4052741E7	302.26701570680626
5.4213852E7	301.0512354651163
5.4374963E7	0.0
5.4536074E7	300.92090395480227
5.4697185E7	301.0568181818182
5.4858296E7	0.0
5.5019407E7	0.0
5.5180518E7	0.0
5.5341629E7	0.0
5.550274E7	0.0
5.5663851E7	0.0
5.5824962E7	0.0
5.5986073E7	301.3953488372093
5.6147184E7	0.0
5.6308295E7	298.81325910931173
5.6469406E7	300.3185800943608
5.6630517E7	299.36656596173214
5.6791628E7	0.0
5.6952739E7	0.0
5.711385E7	298.57648725212465
5.7274961E7	300.1217798594848
5.7436072E7	300.43322937340514
5.7597183E7	300.22874617737006
5.7758294E7	302.2421441774492
5.7919405E7	0.0
5.8080516E7	299.83844911147014
5.8241627E7	301.21393523061823
