#Position (bp)	mapping quality
80556.0	41.98594185329335
241667.0	41.920657326739104
402778.0	41.99461938406454
563889.0	41.99450245531661
725000.0	41.800847438465745
886111.0	41.99197765976104
1047222.0	42.0
1208333.0	41.99964828539128
1369444.0	41.99973776305644
1530555.0	38.73857523624909
1691666.0	35.85331836762553
1852777.0	30.113097307270635
2013888.0	42.0
2174999.0	41.980944374387
2336110.0	41.995057256712094
2497221.0	41.87949355175507
2658332.0	41.87057251350717
2819443.0	41.99467827281173
2980554.0	41.9976046947982
3141665.0	41.99523983153754
3302776.0	41.967798700941344
3463887.0	42.0
3624998.0	41.987549694123004
3786109.0	41.89164404261056
3947220.0	41.99721415332901
4108331.0	41.99965941159298
4269442.0	41.99951096258864
4430553.0	0.0
4591664.0	0.0
4752775.0	41.98935166464483
4913886.0	41.7768952394778
5074997.0	41.998056999411425
5236108.0	41.9997920853836
5397219.0	0.0
5558330.0	41.99506402982655
5719441.0	42.0
5880552.0	41.99873734093354
6041663.0	41.995280244250864
6202774.0	42.0
6363885.0	0.0
6524996.0	0.0
6686107.0	0.0
6847218.0	42.0
7008329.0	0.0
7169440.0	41.99900410805428
7330551.0	0.0
7491662.0	0.0
7652773.0	0.0
7813884.0	42.0
7974995.0	41.996604584196305
8136106.0	42.0
8297217.0	42.0
8458328.0	0.0
8619439.0	41.99626600284495
8780550.0	41.98403846153846
8941661.0	42.0
9102772.0	0.0
9263883.0	42.0
9424994.0	41.98625085771818
9586105.0	41.72137188208617
9747216.0	0.0
9908327.0	0.0
1.0069438E7	42.0
1.0230549E7	42.0
1.039166E7	41.99102856693161
1.0552771E7	41.99968783910335
1.0713882E7	41.9998041570008
1.0874993E7	0.0
1.1036104E7	0.0
1.1197215E7	0.0
1.1358326E7	0.0
1.1519437E7	0.0
1.1680548E7	42.0
1.1841659E7	42.0
1.200277E7	42.0
1.2163881E7	0.0
1.2324992E7	0.0
1.2486103E7	0.0
1.2647214E7	0.0
1.2808325E7	0.0
1.2969436E7	42.0
