#Position (bp)	insert size
80556.0	299.22306855277475
241667.0	298.5247401247401
402778.0	300.17870884993584
563889.0	300.5475113122172
725000.0	300.58426339285717
886111.0	300.0024248302619
1047222.0	299.79951980792316
1208333.0	299.3151672433679
1369444.0	300.5091854419411
1530555.0	299.7394736842105
1691666.0	298.95568400770713
1852777.0	300.3373786407767
2013888.0	299.54883720930235
2174999.0	298.68990976210006
2336110.0	299.64018384766905
2497221.0	298.24240257418666
2658332.0	297.8418667874943
2819443.0	298.6417686734949
2980554.0	297.16491122479687
3141665.0	299.08405729044375
3302776.0	298.3103653103653
3463887.0	299.1901639344262
3624998.0	298.93617021276594
3786109.0	300.58322858681987
3947220.0	299.4154383242824
4108331.0	299.92880978865406
4269442.0	297.7108910891089
4430553.0	0.0
4591664.0	0.0
4752775.0	300.2359908883827
4913886.0	299.8923563998191
5074997.0	299.5936675461741
5236108.0	300.4
5397219.0	0.0
5558330.0	299.49962769918096
5719441.0	299.25719120135363
5880552.0	299.43556443556446
6041663.0	300.1402759526938
6202774.0	298.3781512605042
6363885.0	0.0
6524996.0	0.0
6686107.0	0.0
6847218.0	298.6737588652482
7008329.0	0.0
7169440.0	298.6290322580645
7330551.0	0.0
7491662.0	0.0
7652773.0	0.0
7813884.0	301.35233918128654
7974995.0	299.94123606889565
8136106.0	297.6530612244898
8297217.0	300.02272727272725
8458328.0	0.0
8619439.0	301.03307392996106
8780550.0	300.2962041070317
8941661.0	299.21389645776566
9102772.0	0.0
9263883.0	302.7233273056058
9424994.0	294.7398037077426
9586105.0	298.59860664523046
9747216.0	0.0
9908327.0	0.0
1.0069438E7	299.677307425399
1.0230549E7	301.0132827324478
1.039166E7	299.04453125
1.0552771E7	299.9162595952547
1.0713882E7	297.0793918918919
1.0874993E7	0.0
1.1036104E7	0.0
1.1197215E7	0.0
1.1358326E7	0.0
1.1519437E7	0.0
1.1680548E7	304.219512195122
1.1841659E7	300.7409638554217
1.200277E7	301.1181434599156
1.2163881E7	0.0
1.2324992E7	0.0
1.2486103E7	0.0
1.2647214E7	0.0
1.2808325E7	0.0
1.2969436E7	301.0660377358491
1.3130547E7	298.9928400954654
1.3291658E7	298.2783505154639
1.3452769E7	300.33288590604025
1.361388E7	298.49936628643854
1.3774991E7	298.5940690325717
1.3936102E7	300.96889790398916
1.4097213E7	302.7659574468085
1.4258324E7	299.6184971098266
1.4419435E7	298.5466666666667
1.4580546E7	0.0
1.4741657E7	298.9805194805195
1.4902768E7	0.0
1.5063879E7	0.0
1.522499E7	305.93037974683546
1.5386101E7	303.3550724637681
1.5547212E7	296.7631578947368
1.5708323E7	0.0
1.5869434E7	300.42251950947605
1.6030545E7	299.7261072261072
1.6191656E7	0.0
1.6352767E7	299.601246105919
1.6513878E7	300.3147362037599
1.6674989E7	299.00946372239747
1.68361E7	0.0
1.6997211E7	0.0
1.7158322E7	301.6038961038961
1.7319433E7	301.27522935779814
1.7480544E7	301.2212666145426
1.7641655E7	299.8477049615283
1.7802766E7	296.77031802120143
1.7963877E7	300.6927233429395
1.8124988E7	300.3049261083744
1.8286099E7	299.28226555246056
1.844721E7	300.4885631443299
1.8608321E7	299.28977497039085
1.8769432E7	299.26937269372695
1.8930543E7	0.0
1.9091654E7	0.0
1.9252765E7	300.31775700934577
1.9413876E7	299.6
1.9574987E7	300.2814814814815
1.9736098E7	299.8216164514586
1.9897209E7	300.7883116883117
2.005832E7	300.80521201413427
2.0219431E7	299.20102432778486
2.0380542E7	298.6001552795031
2.0541653E7	300.74936592114364
2.0702764E7	301.6112237998648
2.0863875E7	0.0
2.1024986E7	0.0
2.1186097E7	300.95489102889
2.1347208E7	300.173249795696
2.1508319E7	299.88354430379746
2.166943E7	299.07142857142856
2.1830541E7	0.0
2.1991652E7	0.0
2.2152763E7	0.0
2.2313874E7	0.0
2.2474985E7	0.0
2.2636096E7	300.1401050788091
2.2797207E7	0.0
2.2958318E7	301.1363636363636
2.3119429E7	300.19252336448596
2.328054E7	294.44444444444446
2.3441651E7	299.36611374407585
2.3602762E7	299.8169123351435
2.3763873E7	301.3796909492274
2.3924984E7	300.8071593533487
2.4086095E7	0.0
2.4247206E7	0.0
2.4408317E7	301.61538461538464
2.4569428E7	299.32188295165395
2.4730539E7	300.8544303797468
2.489165E7	300.24515585509687
2.5052761E7	300.4643696162882
2.5213872E7	299.96893588896233
2.5374983E7	300.32683697656046
2.5536094E7	299.364471669219
2.5697205E7	300.40658362989325
2.5858316E7	294.52517985611513
2.6019427E7	0.0
2.6180538E7	0.0
2.6341649E7	0.0
2.650276E7	0.0
2.6663871E7	0.0
2.6824982E7	0.0
2.6986093E7	0.0
2.7147204E7	0.0
2.7308315E7	0.0
2.7469426E7	0.0
2.7630537E7	0.0
2.7791648E7	0.0
2.7952759E7	0.0
2.811387E7	0.0
2.8274981E7	0.0
2.8436092E7	0.0
2.8597203E7	0.0
