#Position (bp)	Coverage	Std
80556.0	38.8170784568704	4.720498167975929
241667.0	41.35920081077168	8.58943291365488
402778.0	41.10810091193503	12.379048686106598
563889.0	41.00051733057424	7.817557609337788
725000.0	42.93691275167785	7.738824150610249
886111.0	41.7344398340249	7.604788683400739
1047222.0	39.987848101265826	4.489212061500397
1208333.0	39.6532582461786	9.155790360373127
1369444.0	39.17386896464326	8.741760827059105
1530555.0	41.790200081665986	11.259800996070764
1691666.0	39.42705735660848	5.646906195220565
1852777.0	41.38787721123829	6.484389160996069
2013888.0	40.512729844413016	6.548084261954815
2174999.0	42.59250123334978	6.764364065561737
2336110.0	39.956345691509554	8.886092192690175
2497221.0	38.64023899804665	8.882733537908603
2658332.0	39.79862397459645	12.02922555199935
2819443.0	40.466007700706854	12.856328490888949
2980554.0	40.077203849131735	9.395536588009545
3141665.0	40.930667914688776	12.270190638925348
3302776.0	39.55806451612903	12.95462116515023
3463887.0	40.44233289646134	3.9811120305116794
3624998.0	40.24533884565499	14.778550845982373
3786109.0	41.105134596211364	13.826123902977445
3947220.0	41.32468735525706	8.339034945384716
4108331.0	40.568729641693814	5.685790050838385
4269442.0	39.5738555922605	4.584280638911174
4430553.0	0.0	0.0
4591664.0	0.0	0.0
4752775.0	41.741176470588236	8.480402028418169
4913886.0	36.971020092735706	6.649088877711919
5074997.0	40.59757442116869	6.1722069543229185
5236108.0	38.690888339357045	6.979942037087208
5397219.0	0.0	0.0
5558330.0	41.82159934047815	8.145701864404609
5719441.0	38.22222222222222	3.444649210468035
5880552.0	40.13934513086786	9.61485798648845
6041663.0	39.9446993900668	12.614966156483396
6202774.0	38.99387576552931	3.297709432306372
6363885.0	0.0	0.0
6524996.0	0.0	0.0
6686107.0	0.0	0.0
6847218.0	41.535	4.181912241067846
7008329.0	0.0	0.0
7169440.0	37.89054726368159	1.3393121738948046
7330551.0	0.0	0.0
7491662.0	0.0	0.0
7652773.0	0.0	0.0
7813884.0	35.60324171952079	3.383306120957806
7974995.0	38.93464877663773	7.759147002725555
8136106.0	39.8759521218716	3.0441975633856804
8297217.0	36.86245353159851	1.5113862748890783
8458328.0	0.0	0.0
8619439.0	39.86219292989814	5.821720914693134
8780550.0	40.39168134399133	8.73258847978716
8941661.0	42.380434782608695	6.480517539842951
9102772.0	0.0	0.0
9263883.0	43.23914893617021	3.713321200363895
9424994.0	38.95952565094096	10.424417644148933
9586105.0	38.0761306093941	7.190532458523069
9747216.0	0.0	0.0
9908327.0	0.0	0.0
1.0069438E7	39.00169450496248	6.226130129498242
1.0230549E7	39.93058568329718	4.827673838826821
1.039166E7	38.78898647044861	6.309685866388865
1.0552771E7	41.84877072612922	6.2350067818069785
1.0713882E7	39.58136226213765	10.436860438486868
1.0874993E7	0.0	0.0
1.1036104E7	0.0	0.0
1.1197215E7	0.0	0.0
1.1358326E7	0.0	0.0
1.1519437E7	0.0	0.0
1.1680548E7	44.10725075528701	2.878672022227181
1.1841659E7	39.22521339461589	3.8361249050045356
1.200277E7	37.382806163828064	3.31627481055004
1.2163881E7	0.0	0.0
1.2324992E7	0.0	0.0
1.2486103E7	0.0	0.0
1.2647214E7	0.0	0.0
1.2808325E7	0.0	0.0
1.2969436E7	40.99288762446657	2.736152028258553
1.3130547E7	39.74350808427241	6.332460931448234
1.3291658E7	41.02077687443541	5.943002336522762
1.3452769E7	37.3841961852861	3.6301782209687454
1.361388E7	41.21364061040175	5.898526513409062
1.3774991E7	40.17300248138958	9.984220781318566
1.3936102E7	41.13771089831281	8.347934482832395
1.4097213E7	40.99025974025974	1.810221605199925
1.4258324E7	36.600170140365805	4.469114158384948
1.4419435E7	47.36086956521739	1.792078010067641
1.4580546E7	0.0	0.0
1.4741657E7	49.05047318611987	2.1923235675927266
1.4902768E7	0.0	0.0
1.5063879E7	0.0	0.0
1.522499E7	35.45962732919255	1.5982025581024186
1.5386101E7	35.21645021645022	1.336154746692914
1.5547212E7	42.737226277372265	1.7668259328571299
1.5708323E7	0.0	0.0
1.5869434E7	40.71601941747573	4.196486429391596
1.6030545E7	43.37324310255075	4.770280751918389
1.6191656E7	0.0	0.0
1.6352767E7	39.808816183816184	8.929407237318244
1.6513878E7	39.67792915531335	6.055495803558685
1.6674989E7	38.46898976982097	5.4422783399902075
1.68361E7	0.0	0.0
1.6997211E7	0.0	0.0
1.7158322E7	38.95755968169761	1.8903421645014609
1.7319433E7	45.13121783876501	3.8801164269150736
1.7480544E7	42.471686836993875	8.688888762599005
1.7641655E7	39.690736342042754	10.082690618619278
1.7802766E7	43.71449704142012	2.840046025108047
1.7963877E7	40.76030927835052	8.535938380923737
1.8124988E7	40.61394957983193	7.859356329241443
1.8286099E7	36.870390753990094	5.601835744712049
1.844721E7	38.561373615571135	11.638352989629333
1.8608321E7	40.337546588883484	7.93010131198086
1.8769432E7	41.23365384615385	4.769252724359233
1.8930543E7	0.0	0.0
1.9091654E7	0.0	0.0
1.9252765E7	42.96125186289121	2.7920602695303756
1.9413876E7	35.700980392156865	1.2778032423092176
1.9574987E7	41.55084745762712	3.9540972756671167
1.9736098E7	39.20634348531267	7.286318738020463
1.9897209E7	39.95132457462847	6.781214314248647
2.005832E7	40.01186816939891	10.771918922132269
2.0219431E7	40.46626122212569	8.418180893910495
2.0380542E7	41.272774869109945	6.447903084722071
2.0541653E7	42.137625906052904	10.761957674100293
2.0702764E7	37.594494277760596	5.398768962279578
2.0863875E7	0.0	0.0
2.1024986E7	0.0	0.0
2.1186097E7	39.095748683220464	7.121194868327992
2.1347208E7	39.06032689450223	9.694063237447391
2.1508319E7	38.457835558678845	5.225125921725741
2.166943E7	39.12073213657163	5.2412569873486365
2.1830541E7	0.0	0.0
2.1991652E7	0.0	0.0
2.2152763E7	0.0	0.0
2.2313874E7	0.0	0.0
2.2474985E7	0.0	0.0
2.2636096E7	39.12278106508876	4.423356391894233
2.2797207E7	0.0	0.0
2.2958318E7	40.42136064374543	3.755587479130934
2.3119429E7	40.71876009041007	8.059524626861759
2.328054E7	31.19903691813804	2.01115219073513
2.3441651E7	40.58675893410452	9.871781673802507
2.3602762E7	40.89814502529511	5.576941016813299
2.3763873E7	40.091942820012996	5.620257730456542
2.3924984E7	39.391449814126396	5.161274878511849
2.4086095E7	0.0	0.0
2.4247206E7	0.0	0.0
2.4408317E7	39.1866964784796	4.169312966075248
2.4569428E7	40.40441988950276	4.338902675997337
2.4730539E7	39.3265625	2.512735466933573
2.489165E7	39.35662211421628	5.682297877134661
