#Position (bp)	mapping quality
80556.0	41.96920190729305
241667.0	41.86114300516684
402778.0	41.99415124188955
563889.0	41.99646705529059
725000.0	41.935949195233924
886111.0	41.997071530577195
1047222.0	42.0
1208333.0	42.0
1369444.0	42.0
1530555.0	39.13718412963314
1691666.0	35.891091222466436
1852777.0	30.523454539740406
2013888.0	42.0
2174999.0	41.98248682457868
2336110.0	41.996940859789404
2497221.0	41.76627037700053
2658332.0	41.91008583833669
2819443.0	41.99419725086594
2980554.0	41.998504159100065
3141665.0	41.97683436785364
3302776.0	41.976275609280776
3463887.0	42.0
3624998.0	41.95731333332662
3786109.0	41.97417317410672
3947220.0	41.999645072106404
4108331.0	42.0
4269442.0	42.0
4430553.0	0.0
4591664.0	0.0
4752775.0	41.98456785604474
4913886.0	41.68888285030466
5074997.0	41.99971484438651
5236108.0	41.99979350829408
5397219.0	0.0
5558330.0	41.9950324859648
5719441.0	42.0
5880552.0	41.99472537916287
6041663.0	41.989948345665226
6202774.0	42.0
6363885.0	0.0
6524996.0	0.0
6686107.0	0.0
6847218.0	42.0
7008329.0	0.0
7169440.0	41.95798319327731
7330551.0	0.0
7491662.0	0.0
7652773.0	0.0
7813884.0	41.99833732507274
7974995.0	41.99608353503533
8136106.0	42.0
8297217.0	42.0
8458328.0	0.0
8619439.0	42.0
8780550.0	41.98221922577659
8941661.0	42.0
9102772.0	0.0
9263883.0	42.0
9424994.0	41.998517773484025
9586105.0	41.99980739422733
9747216.0	0.0
9908327.0	0.0
1.0069438E7	42.0
1.0230549E7	41.99954367666232
1.039166E7	41.98593790157755
1.0552771E7	41.99971308927705
1.0713882E7	41.99981129193138
1.0874993E7	0.0
1.1036104E7	0.0
1.1197215E7	0.0
1.1358326E7	0.0
1.1519437E7	0.0
1.1680548E7	42.0
1.1841659E7	42.0
1.200277E7	42.0
1.2163881E7	0.0
1.2324992E7	0.0
1.2486103E7	0.0
1.2647214E7	0.0
1.2808325E7	0.0
1.2969436E7	42.0
1.3130547E7	41.99974111309043
1.3291658E7	41.99438449680687
1.3452769E7	42.0
1.361388E7	42.0
1.3774991E7	41.91222084137341
1.3936102E7	41.999844815163776
1.4097213E7	42.0
1.4258324E7	42.0
1.4419435E7	42.0
1.4580546E7	0.0
1.4741657E7	42.0
1.4902768E7	0.0
1.5063879E7	0.0
1.522499E7	42.0
1.5386101E7	42.0
1.5547212E7	42.0
1.5708323E7	0.0
1.5869434E7	41.999374068554395
1.6030545E7	41.99092654824772
1.6191656E7	0.0
1.6352767E7	41.997760274037056
1.6513878E7	42.0
1.6674989E7	42.0
1.68361E7	0.0
1.6997211E7	0.0
1.7158322E7	42.0
1.7319433E7	42.0
1.7480544E7	41.999563784242056
1.7641655E7	40.59620581933955
1.7802766E7	42.0
1.7963877E7	41.946169248603645
1.8124988E7	41.99774056188005
1.8286099E7	41.992626150298165
1.844721E7	41.864813190847165
1.8608321E7	41.96063039574487
1.8769432E7	42.0
1.8930543E7	0.0
1.9091654E7	0.0
1.9252765E7	42.0
1.9413876E7	42.0
1.9574987E7	41.981439934733835
1.9736098E7	41.92361506922356
1.9897209E7	41.999773577582026
2.005832E7	41.990962807739336
2.0219431E7	41.99398840621198
2.0380542E7	41.99973360733721
2.0541653E7	41.999906172089325
2.0702764E7	42.0
2.0863875E7	0.0
2.1024986E7	0.0
2.1186097E7	41.99292701351566
2.1347208E7	41.98686326125879
2.1508319E7	41.97467359823117
2.166943E7	42.0
2.1830541E7	0.0
