#Position (bp)	Coverage	Std
80556.0	38.75899436497616	4.697929483076519
241667.0	39.85710149124077	8.274709557183064
402778.0	39.412700525860345	11.799888843350695
563889.0	38.34299017071909	7.300464146641484
725000.0	38.71735378715245	6.992018251787076
886111.0	41.372689551112785	7.536386072415155
1047222.0	42.04708860759494	4.681202388545196
1208333.0	38.43190437880703	8.834996635917069
1369444.0	40.83221391458624	9.118662642038915
1530555.0	40.37492854226215	10.936293818497116
1691666.0	40.385598503740646	5.833235278254392
1852777.0	36.565296566077	5.779433655695732
2013888.0	41.1944837340877	6.686962648239068
2174999.0	38.186235816477556	6.125564493201639
2336110.0	38.82399088953562	8.64739995914762
2497221.0	40.43398827990348	9.30512148877632
2658332.0	40.259790949986765	12.08894165934763
2819443.0	40.54123326245618	12.868020440583544
2980554.0	39.72547284592412	9.312632344817375
3141665.0	38.92658955672929	11.670772016154197
3302776.0	39.95215965008201	13.025477280634139
3463887.0	39.37549148099607	3.860035009656338
3624998.0	39.84642509727627	14.615014306235832
3786109.0	40.82238285144566	13.720438397802114
3947220.0	41.054346147907985	8.278885837913661
4108331.0	41.33061889250814	5.74705909971762
4269442.0	36.660217083529965	4.26124630936975
4430553.0	0.0	0.0
4591664.0	0.0	0.0
4752775.0	41.817570664629486	8.46563787306946
4913886.0	39.07360896445132	7.008309212021754
5074997.0	36.9013230429989	5.60217146226693
5236108.0	40.192695453680805	7.294383914711216
5397219.0	0.0	0.0
5558330.0	38.4156636438582	7.4884115564539355
5719441.0	38.38575899843506	3.4641723896431245
5880552.0	38.51064957083819	9.23332903144962
6041663.0	39.369038629102526	12.413917581804197
6202774.0	39.09798775153106	3.3146329683735374
6363885.0	0.0	0.0
6524996.0	0.0	0.0
6686107.0	0.0	0.0
6847218.0	38.0925	3.827859278617899
7008329.0	0.0	0.0
7169440.0	45.517412935323385	1.6106382530463703
7330551.0	0.0	0.0
7491662.0	0.0	0.0
7652773.0	0.0	0.0
7813884.0	35.70542635658915	3.4131103874287674
