#Position (bp)	insert size
80556.0	299.6252723311547
241667.0	300.1293868921776
402778.0	299.54939162713964
563889.0	300.1427933958054
725000.0	300.2217142857143
886111.0	302.0258662762323
1047222.0	299.8233256351039
1208333.0	300.2094827586207
1369444.0	300.8125884016973
1530555.0	300.10642317380353
1691666.0	299.95568400770713
1852777.0	299.4050529747351
2013888.0	300.25550660792953
2174999.0	300.47545008183306
2336110.0	299.886542591267
2497221.0	294.6319595083153
2658332.0	298.7978557069466
2819443.0	296.8832152455412
2980554.0	297.7307805596465
3141665.0	296.40053050397876
3302776.0	295.15518028297583
3463887.0	302.1507537688442
3624998.0	300.30970724191064
3786109.0	299.26955475330925
3947220.0	300.57587399154824
4108331.0	298.57098121085596
4269442.0	301.41521739130434
4430553.0	0.0
4591664.0	0.0
4752775.0	299.6891708201178
4913886.0	300.05453732677694
5074997.0	300.26420260095824
5236108.0	300.8730478589421
5397219.0	0.0
5558330.0	301.1936119873817
5719441.0	298.38879159369526
5880552.0	299.9760026298488
6041663.0	300.24426864707783
6202774.0	298.8681818181818
6363885.0	0.0
6524996.0	0.0
6686107.0	0.0
6847218.0	299.27142857142854
7008329.0	0.0
7169440.0	304.0
7330551.0	0.0
7491662.0	0.0
7652773.0	0.0
7813884.0	299.641065830721
7974995.0	299.8990139408364
8136106.0	298.46109510086455
8297217.0	301.24666666666667
8458328.0	0.0
8619439.0	299.3480625424881
8780550.0	299.65620190827946
8941661.0	299.3282904689864
9102772.0	0.0
9263883.0	299.8333333333333
9424994.0	300.10196078431375
9586105.0	299.76180802437784
9747216.0	0.0
9908327.0	0.0
1.0069438E7	299.5606579849212
1.0230549E7	299.9566055930569
1.039166E7	300.4528
1.0552771E7	299.7234794908062
1.0713882E7	299.73781111489944
1.0874993E7	0.0
1.1036104E7	0.0
1.1197215E7	0.0
1.1358326E7	0.0
1.1519437E7	0.0
1.1680548E7	302.7877358490566
1.1841659E7	299.33895131086143
1.200277E7	298.24045801526717
1.2163881E7	0.0
1.2324992E7	0.0
1.2486103E7	0.0
1.2647214E7	0.0
1.2808325E7	0.0
1.2969436E7	301.09779179810727
1.3130547E7	301.64188790560473
1.3291658E7	300.0100231303007
1.3452769E7	300.79150066401064
1.361388E7	299.8517799352751
1.3774991E7	300.43180722891566
1.3936102E7	300.1896086369771
1.4097213E7	302.31168831168833
1.4258324E7	301.904593639576
1.4419435E7	298.5
1.4580546E7	0.0
1.4741657E7	299.57042253521126
1.4902768E7	0.0
1.5063879E7	0.0
1.522499E7	296.93288590604027
1.5386101E7	299.3692307692308
1.5547212E7	301.44736842105266
1.5708323E7	0.0
1.5869434E7	300.0233918128655
1.6030545E7	300.7639484978541
1.6191656E7	0.0
1.6352767E7	300.3862148633038
1.6513878E7	300.1043425814234
1.6674989E7	299.4726200505476
1.68361E7	0.0
1.6997211E7	0.0
1.7158322E7	300.688622754491
1.7319433E7	301.26655052264806
1.7480544E7	299.7
1.7641655E7	300.0372369131139
1.7802766E7	300.4855305466238
1.7963877E7	300.2965137614679
1.8124988E7	300.0492292391845
1.8286099E7	298.01510859301226
1.844721E7	299.6499836440955
1.8608321E7	299.74981384959045
1.8769432E7	298.76485148514854
1.8930543E7	0.0
1.9091654E7	0.0
1.9252765E7	303.36601307189545
1.9413876E7	301.294964028777
1.9574987E7	298.42391304347825
1.9736098E7	300.1665150136488
1.9897209E7	300.94918566775243
2.005832E7	300.5684188569045
2.0219431E7	301.6911234850966
2.0380542E7	299.82693754702785
2.0541653E7	300.34584888059703
2.0702764E7	301.25102599179206
2.0863875E7	0.0
2.1024986E7	0.0
2.1186097E7	300.17910447761193
2.1347208E7	298.14869588599083
2.1508319E7	298.3625654450262
2.166943E7	301.1255115961801
2.1830541E7	0.0
2.1991652E7	0.0
2.2152763E7	0.0
2.2313874E7	0.0
2.2474985E7	0.0
2.2636096E7	301.79411764705884
2.2797207E7	0.0
2.2958318E7	300.8464163822526
2.3119429E7	299.85410628019326
2.328054E7	296.42
2.3441651E7	296.4067241892294
2.3602762E7	299.71487603305786
2.3763873E7	301.3067932797662
2.3924984E7	298.02139639639637
2.4086095E7	0.0
2.4247206E7	0.0
2.4408317E7	296.2371134020619
2.4569428E7	299.34186939820745
2.4730539E7	299.8855218855219
2.489165E7	296.2045639771801
2.5052761E7	294.79338842975204
2.5213872E7	298.1756665919785
2.5374983E7	300.1727199354318
2.5536094E7	299.38399799347883
2.5697205E7	301.125328659071
2.5858316E7	298.09090909090907
2.6019427E7	0.0
2.6180538E7	0.0
2.6341649E7	0.0
2.650276E7	0.0
2.6663871E7	0.0
2.6824982E7	0.0
2.6986093E7	0.0
2.7147204E7	0.0
2.7308315E7	0.0
2.7469426E7	0.0
2.7630537E7	0.0
2.7791648E7	0.0
2.7952759E7	0.0
2.811387E7	0.0
