#Position (bp)	Coverage	Std
80556.0	39.81317728651929	4.801025684224629
241667.0	40.035905603011436	8.383853500011485
402778.0	39.1816547959795	11.747153081245289
563889.0	37.66373512674599	7.195000743717375
725000.0	39.61016299137105	7.149470832356234
886111.0	39.82855526216522	7.244275432201933
1047222.0	36.32556962025316	4.047657422427379
1208333.0	39.19802321572233	8.990723143525168
1369444.0	38.33988087694842	8.544415276579379
1530555.0	40.839934667211104	11.032946826349036
1691666.0	42.44576059850374	6.048859373166534
1852777.0	40.95993756503642	6.388167068005015
2013888.0	37.986327204148985	6.14574059228618
2174999.0	39.43857918105575	6.34150293372051
2336110.0	39.85980007592054	8.865543474710007
2497221.0	38.44318051246697	8.80707378561154
2658332.0	39.4545514686425	11.926242239504761
2819443.0	39.90730417792081	12.678723495793216
2980554.0	41.25572392434465	9.685148381613029
3141665.0	39.53319515945711	11.816926481775651
3302776.0	39.32990705303445	12.821673256646747
3463887.0	39.26605504587156	3.8986244434700876
3624998.0	40.21198119325551	14.769909885799809
3786109.0	40.93853439680957	13.733675767197845
3947220.0	40.97560599042767	8.257104618188391
4108331.0	40.07622149837133	5.6139061645869965
4269442.0	37.26805096743747	4.307831325533624
4430553.0	0.0	0.0
4591664.0	0.0	0.0
4752775.0	40.92559205500382	8.329326726017378
4913886.0	38.758114374034	6.967387455977731
5074997.0	41.84619625137817	6.339060421169089
5236108.0	40.427810538329844	7.336562655873173
5397219.0	0.0	0.0
5558330.0	43.20214344600165	8.436509172461411
5719441.0	44.11658841940532	3.9767761865307203
5880552.0	40.02617357210978	9.66888744758456
6041663.0	39.95579436537903	12.624979355124225
6202774.0	48.111986001749784	4.070704808128748
6363885.0	0.0	0.0
6524996.0	0.0	0.0
6686107.0	0.0	0.0
6847218.0	42.575625	4.295023378943703
7008329.0	0.0	0.0
7169440.0	46.20398009950249	1.6343678881764474
7330551.0	0.0	0.0
7491662.0	0.0	0.0
7652773.0	0.0	0.0
7813884.0	40.23749119097956	3.819943815435415
7974995.0	40.6672454617206	8.11025072005693
8136106.0	40.57671381936888	3.0867894858316656
8297217.0	43.46096654275093	1.8061298426049777
8458328.0	0.0	0.0
8619439.0	38.5680047932894	5.612850189003631
8780550.0	39.057580273675654	8.393403257370645
8941661.0	39.544021739130436	6.041454922917137
9102772.0	0.0	0.0
9263883.0	39.50468085106383	3.412795764338405
9424994.0	40.576695024490846	10.847108200671427
9586105.0	40.395669635061985	7.637641734497103
9747216.0	0.0	0.0
9908327.0	0.0	0.0
1.0069438E7	40.289760348583876	6.459978954344286
1.0230549E7	40.35748373101952	4.859369450614609
1.039166E7	39.46285307381913	6.391416811804172
1.0552771E7	42.105202973127504	6.267899680477389
1.0713882E7	40.66361372932598	10.705427228382232
1.0874993E7	0.0	0.0
1.1036104E7	0.0	0.0
1.1197215E7	0.0	0.0
1.1358326E7	0.0	0.0
1.1519437E7	0.0	0.0
1.1680548E7	35.913897280966765	2.3169147690326057
1.1841659E7	38.152330925804335	3.748729076861015
1.200277E7	39.14355231143552	3.467254605279325
1.2163881E7	0.0	0.0
1.2324992E7	0.0	0.0
1.2486103E7	0.0	0.0
1.2647214E7	0.0	0.0
1.2808325E7	0.0	0.0
1.2969436E7	42.15362731152205	2.8084372740528853
1.3130547E7	39.32680058794708	6.305521431559997
1.3291658E7	37.84823848238482	5.53965694741415
1.3452769E7	36.54019073569482	3.560565402372163
1.361388E7	39.12052320149486	5.599872003375056
1.3774991E7	39.3902729528536	9.815517494548203
1.3936102E7	42.1500227998176	8.581137198004486
1.4097213E7	34.577922077922075	1.5200186728564398
1.4258324E7	39.47256486601446	4.828744058653218
1.4419435E7	30.495652173913044	1.154843871717901
1.4580546E7	0.0	0.0
1.4741657E7	42.68769716088328	1.9042376746254241
1.4902768E7	0.0	0.0
1.5063879E7	0.0	0.0
1.522499E7	36.31055900621118	1.6271037623413198
1.5386101E7	41.333333333333336	1.5742313895127422
1.5547212E7	45.48540145985402	1.8790328639956035
1.5708323E7	0.0	0.0
1.5869434E7	40.44781553398058	4.151121429853095
1.6030545E7	35.75377407600208	3.971269038114658
1.6191656E7	0.0	0.0
1.6352767E7	39.93331668331668	8.94959675821639
1.6513878E7	41.6850136239782	6.432698333359448
1.6674989E7	40.34367007672634	5.673718308316316
1.68361E7	0.0	0.0
1.6997211E7	0.0	0.0
1.7158322E7	34.217506631299734	1.6621943873396918
1.7319433E7	32.805317324185246	2.8512290307632053
1.7480544E7	40.45584939489019	8.297004895423584
1.7641655E7	39.40256532066508	10.042543463124483
1.7802766E7	48.928994082840234	3.212211432718017
1.7963877E7	40.797107674684995	8.536442644004667
1.8124988E7	40.44655462184874	7.805520103554658
1.8286099E7	40.86626307099615	6.183712601961401
1.844721E7	39.55495117635494	11.98833725551141
1.8608321E7	40.30173391670718	7.913389073947618
1.8769432E7	40.54519230769231	4.652365630701036
1.8930543E7	0.0	0.0
1.9091654E7	0.0	0.0
1.9252765E7	42.53353204172876	2.774096895060045
1.9413876E7	36.9264705882353	1.3158159213495342
1.9574987E7	39.57132768361582	3.739350854852494
1.9736098E7	39.9942331951703	7.431570504099858
1.9897209E7	37.78548352358389	6.427338501608751
2.005832E7	40.9969262295082	11.024355717711298
2.0219431E7	41.017955401100494	8.576552661572595
2.0380542E7	38.0	5.894611258946417
2.0541653E7	39.476983902852304	10.06841830447194
2.0702764E7	40.05041756882153	5.761490479738641
2.0863875E7	0.0	0.0
2.1024986E7	0.0	0.0
2.1186097E7	40.07148231753198	7.2814389454829085
2.1347208E7	38.14759782070332	9.44965415517355
2.1508319E7	38.93253689388616	5.275570492546135
2.166943E7	40.682506159802884	5.4500817269032495
2.1830541E7	0.0	0.0
2.1991652E7	0.0	0.0
2.2152763E7	0.0	0.0
2.2313874E7	0.0	0.0
2.2474985E7	0.0	0.0
2.2636096E7	40.75838264299803	4.602217245273426
2.2797207E7	0.0	0.0
2.2958318E7	43.76371616678859	4.057398475368039
2.3119429E7	38.218598643848885	7.500207411068191
2.328054E7	42.608346709470304	2.659965008249732
2.3441651E7	40.762135922330096	9.889096461437015
2.3602762E7	39.35885328836425	5.431937325443563
2.3763873E7	38.77485380116959	5.424110123803919
2.3924984E7	38.97881040892193	5.09987822767117
2.4086095E7	0.0	0.0
2.4247206E7	0.0	0.0
2.4408317E7	36.44046953605366	3.925174224729104
2.4569428E7	34.74696132596685	3.7143189653913375
2.4730539E7	44.6953125	2.831562383116373
2.489165E7	37.01427703523694	5.3757468060921045
2.5052761E7	39.39009229610096	10.06724693899294
2.5213872E7	40.96419962503348	10.746407498684166
2.5374983E7	40.29211487219975	10.089140655479078
2.5536094E7	41.868734189075234	10.71323183709773
2.5697205E7	38.33224527861972	6.251047419851903
2.5858316E7	38.98550724637681	1.3988921618981907
2.6019427E7	0.0	0.0
2.6180538E7	0.0	0.0
2.6341649E7	0.0	0.0
2.650276E7	0.0	0.0
2.6663871E7	0.0	0.0
2.6824982E7	0.0	0.0
2.6986093E7	0.0	0.0
2.7147204E7	0.0	0.0
2.7308315E7	0.0	0.0
2.7469426E7	0.0	0.0
2.7630537E7	0.0	0.0
2.7791648E7	0.0	0.0
2.7952759E7	0.0	0.0
2.811387E7	0.0	0.0
2.8274981E7	0.0	0.0
2.8436092E7	0.0	0.0
2.8597203E7	0.0	0.0
2.8758314E7	0.0	0.0
2.8919425E7	0.0	0.0
2.9080536E7	0.0	0.0
2.9241647E7	0.0	0.0
2.9402758E7	0.0	0.0
2.9563869E7	0.0	0.0
2.972498E7	0.0	0.0
2.9886091E7	0.0	0.0
3.0047202E7	0.0	0.0
3.0208313E7	38.47632711621234	2.546175290307298
3.0369424E7	44.10625	1.9708604604799949
3.0530535E7	0.0	0.0
3.0691646E7	0.0	0.0
3.0852757E7	0.0	0.0
3.1013868E7	0.0	0.0
3.1174979E7	0.0	0.0
3.133609E7	41.16875871687587	6.742641069737902
3.1497201E7	40.527760185771584	9.752467030435593
3.1658312E7	40.61147587781901	6.078997589451717
3.1819423E7	41.32375007502551	12.840317427426399
3.1980534E7	39.28786439687295	11.18573892309727
3.2141645E7	40.72954632100648	11.40261298002024
3.2302756E7	41.475254058334436	9.022392159417448
3.2463867E7	40.17029511369134	10.883643674029443
3.2624978E7	36.49636803874092	5.331602555613528
