#Position (bp)	mapping quality
80556.0	41.962986510074096
241667.0	41.9007362996061
402778.0	41.99375764505664
563889.0	41.998228334001226
725000.0	41.94638512467375
886111.0	41.99800524336031
1047222.0	42.0
1208333.0	41.99975932266521
1369444.0	42.0
1530555.0	39.05077360304085
1691666.0	37.19779839145715
1852777.0	30.76213802138796
2013888.0	42.0
2174999.0	41.981733313731254
2336110.0	41.99814112879006
2497221.0	41.83825403214823
2658332.0	41.87501188209033
2819443.0	41.996002777925554
2980554.0	41.99861627421188
3141665.0	41.983996667074464
3302776.0	41.96780391751005
3463887.0	42.0
3624998.0	41.95442910265202
3786109.0	41.983588177229805
3947220.0	41.990746550873055
4108331.0	41.99966839312784
4269442.0	42.0
4430553.0	0.0
4591664.0	0.0
4752775.0	41.99005173566711
4913886.0	41.61536941548421
5074997.0	41.99971731258498
5236108.0	41.99979278394766
5397219.0	0.0
5558330.0	41.99577562181757
5719441.0	42.0
5880552.0	41.994187787878545
6041663.0	41.99112053600315
6202774.0	42.0
6363885.0	0.0
6524996.0	0.0
6686107.0	0.0
6847218.0	42.0
7008329.0	0.0
7169440.0	42.0
7330551.0	0.0
7491662.0	0.0
7652773.0	0.0
7813884.0	42.0
7974995.0	41.994657380685474
8136106.0	42.0
8297217.0	42.0
8458328.0	0.0
8619439.0	42.0
8780550.0	41.98256479165558
8941661.0	42.0
9102772.0	0.0
9263883.0	42.0
9424994.0	41.9985741051555
9586105.0	42.0
9747216.0	0.0
9908327.0	0.0
1.0069438E7	42.0
1.0230549E7	41.99953295450754
1.039166E7	41.99064970862021
1.0552771E7	42.0
1.0713882E7	41.99970616699509
1.0874993E7	0.0
1.1036104E7	0.0
1.1197215E7	0.0
1.1358326E7	0.0
1.1519437E7	0.0
1.1680548E7	42.0
1.1841659E7	42.0
1.200277E7	42.0
1.2163881E7	0.0
1.2324992E7	0.0
1.2486103E7	0.0
1.2647214E7	0.0
1.2808325E7	0.0
1.2969436E7	42.0
1.3130547E7	42.0
1.3291658E7	41.9994984994786
1.3452769E7	42.0
1.361388E7	41.99966632769798
1.3774991E7	41.85231611160398
1.3936102E7	42.0
1.4097213E7	42.0
1.4258324E7	42.0
1.4419435E7	42.0
1.4580546E7	0.0
1.4741657E7	42.0
1.4902768E7	0.0
1.5063879E7	0.0
1.522499E7	42.0
1.5386101E7	42.0
1.5547212E7	42.0
1.5708323E7	0.0
1.5869434E7	41.99928722952906
1.6030545E7	41.991757736321155
1.6191656E7	0.0
1.6352767E7	41.99836499002449
1.6513878E7	41.99970328086585
1.6674989E7	41.995329695736615
1.68361E7	0.0
1.6997211E7	0.0
1.7158322E7	42.0
1.7319433E7	42.0
1.7480544E7	41.99740257807151
1.7641655E7	40.92361184229418
1.7802766E7	42.0
1.7963877E7	41.949983318206115
1.8124988E7	41.99827060858107
1.8286099E7	41.997555390083875
1.844721E7	41.80339894473902
1.8608321E7	41.97354940970268
1.8769432E7	42.0
1.8930543E7	0.0
1.9091654E7	0.0
1.9252765E7	42.0
1.9413876E7	42.0
1.9574987E7	41.98656788017696
1.9736098E7	41.900437772459384
1.9897209E7	42.0
2.005832E7	41.99291005009604
2.0219431E7	41.994162634275874
2.0380542E7	41.99946232773685
2.0541653E7	41.99990427939477
2.0702764E7	41.999668602449184
2.0863875E7	0.0
2.1024986E7	0.0
2.1186097E7	41.98638722417958
2.1347208E7	41.98840008701157
2.1508319E7	41.98235392042617
2.166943E7	41.999601347824026
2.1830541E7	0.0
2.1991652E7	0.0
2.2152763E7	0.0
2.2313874E7	0.0
2.2474985E7	0.0
2.2636096E7	42.0
2.2797207E7	0.0
2.2958318E7	42.0
2.3119429E7	41.99966530930998
2.328054E7	42.0
2.3441651E7	41.98883394480779
2.3602762E7	40.99651122712332
2.3763873E7	28.428530372097107
2.3924984E7	41.98981681923641
2.4086095E7	0.0
2.4247206E7	0.0
2.4408317E7	41.99938946389115
2.4569428E7	42.0
2.4730539E7	42.0
2.489165E7	41.94741886299281
2.5052761E7	41.999906056451124
2.5213872E7	41.93202825681191
2.5374983E7	41.96117919151693
2.5536094E7	41.95990169271719
2.5697205E7	39.57814753378821
2.5858316E7	25.887719298245614
2.6019427E7	0.0
2.6180538E7	0.0
2.6341649E7	0.0
2.650276E7	0.0
2.6663871E7	0.0
2.6824982E7	0.0
2.6986093E7	0.0
2.7147204E7	0.0
2.7308315E7	0.0
2.7469426E7	0.0
2.7630537E7	0.0
2.7791648E7	0.0
2.7952759E7	0.0
2.811387E7	0.0
2.8274981E7	0.0
2.8436092E7	0.0
2.8597203E7	0.0
2.8758314E7	0.0
2.8919425E7	0.0
2.9080536E7	0.0
2.9241647E7	0.0
2.9402758E7	0.0
2.9563869E7	0.0
2.972498E7	0.0
2.9886091E7	0.0
3.0047202E7	0.0
3.0208313E7	42.0
3.0369424E7	42.0
3.0530535E7	0.0
3.0691646E7	0.0
3.0852757E7	0.0
3.1013868E7	0.0
3.1174979E7	0.0
3.133609E7	41.999761943898115
3.1497201E7	41.9966390825193
3.1658312E7	41.99971330470931
3.1819423E7	41.994056590273146
3.1980534E7	41.9989271355241
3.2141645E7	41.99974992706206
3.2302756E7	41.99959306005917
3.2463867E7	42.0
3.2624978E7	41.99244294422893
3.2786089E7	41.98427183084113
3.29472E7	41.99730558897829
3.3108311E7	41.97051498903788
3.3269422E7	41.9580190245075
