#Position (bp)	insert size
80556.0	299.34249471458776
241667.0	298.26510638297873
402778.0	299.8177619147596
563889.0	299.7657577112204
725000.0	299.9077641564507
886111.0	301.1709741550696
1047222.0	300.35076530612247
1208333.0	300.8509884921806
1369444.0	299.62886223191566
1530555.0	300.5682246908405
1691666.0	300.7225866916589
1852777.0	300.46772908366535
2013888.0	301.76998491704376
2174999.0	299.48856209150324
2336110.0	297.30637173984815
2497221.0	296.0451154529307
2658332.0	295.4635393508226
2819443.0	293.5392588753563
2980554.0	298.71992764546275
3141665.0	296.74525810324127
3302776.0	295.93659448512227
3463887.0	301.15625
3624998.0	299.23875610382936
3786109.0	300.44664794664794
3947220.0	299.7751503006012
4108331.0	301.47860360360363
4269442.0	300.7722007722008
4430553.0	0.0
4591664.0	0.0
4752775.0	299.73003629764065
4913886.0	299.2537448933273
5074997.0	299.19894249834766
5236108.0	299.5099372384937
5397219.0	0.0
5558330.0	299.5811737804878
5719441.0	299.35855263157896
5880552.0	299.1704359226483
6041663.0	300.68797953964196
6202774.0	298.7327188940092
6363885.0	0.0
6524996.0	0.0
6686107.0	0.0
6847218.0	300.35380835380835
7008329.0	0.0
7169440.0	305.0
7330551.0	0.0
7491662.0	0.0
7652773.0	0.0
7813884.0	299.9613095238095
7974995.0	300.9472827855516
8136106.0	301.47008547008545
8297217.0	304.0
8458328.0	0.0
8619439.0	300.50444292549554
8780550.0	300.83892824145363
8941661.0	299.5860534124629
9102772.0	0.0
9263883.0	298.7690941385435
9424994.0	300.4963267070009
9586105.0	298.7442089699359
9747216.0	0.0
9908327.0	0.0
1.0069438E7	300.77906976744185
1.0230549E7	298.8985239852399
1.039166E7	301.02372127501854
1.0552771E7	300.8706505295008
1.0713882E7	300.7919349373094
1.0874993E7	0.0
1.1036104E7	0.0
1.1197215E7	0.0
1.1358326E7	0.0
1.1519437E7	0.0
1.1680548E7	301.11162790697676
1.1841659E7	298.9221014492754
1.200277E7	299.9591836734694
1.2163881E7	0.0
1.2324992E7	0.0
1.2486103E7	0.0
1.2647214E7	0.0
1.2808325E7	0.0
1.2969436E7	298.8726708074534
1.3130547E7	300.18187100522954
1.3291658E7	299.4376947040498
1.3452769E7	299.95949720670393
1.361388E7	299.583600256246
1.3774991E7	299.7609956500725
1.3936102E7	300.2022058823529
1.4097213E7	302.05988023952096
1.4258324E7	299.4843462246777
1.4419435E7	294.15441176470586
1.4580546E7	0.0
1.4741657E7	303.2535211267606
1.4902768E7	0.0
1.5063879E7	0.0
1.522499E7	302.17391304347825
1.5386101E7	299.8263888888889
1.5547212E7	300.7417218543046
1.5708323E7	0.0
1.5869434E7	301.55685814771397
1.6030545E7	300.3628013777267
1.6191656E7	0.0
1.6352767E7	299.95481106349825
1.6513878E7	300.3474006116208
1.6674989E7	300.3575705731394
1.68361E7	0.0
1.6997211E7	0.0
1.7158322E7	300.0060606060606
1.7319433E7	300.0895008605852
1.7480544E7	299.0840864440079
1.7641655E7	300.13589128697043
1.7802766E7	297.98447204968943
1.7963877E7	300.6069900142653
1.8124988E7	300.6606243705942
1.8286099E7	300.35984481086325
1.844721E7	299.84498135235935
1.8608321E7	299.44137168141594
1.8769432E7	302.80600750938675
1.8930543E7	0.0
1.9091654E7	0.0
1.9252765E7	299.5614617940199
1.9413876E7	299.75373134328356
1.9574987E7	299.94944707740916
1.9736098E7	299.6081593927894
1.9897209E7	300.5623787976729
2.005832E7	300.0330076004343
2.0219431E7	300.65555922137906
2.0380542E7	299.98662704309066
2.0541653E7	299.92748004561
2.0702764E7	299.7074966532798
2.0863875E7	0.0
2.1024986E7	0.0
2.1186097E7	300.909411172622
2.1347208E7	295.9026717557252
2.1508319E7	297.91786179921775
2.166943E7	302.07270408163265
2.1830541E7	0.0
2.1991652E7	0.0
2.2152763E7	0.0
2.2313874E7	0.0
2.2474985E7	0.0
2.2636096E7	299.5440677966102
2.2797207E7	0.0
2.2958318E7	298.6587837837838
2.3119429E7	298.8614157527418
2.328054E7	301.4391534391534
2.3441651E7	294.3324316200781
2.3602762E7	298.0891505466779
2.3763873E7	300.3414814814815
2.3924984E7	301.1847599164927
2.4086095E7	0.0
2.4247206E7	0.0
2.4408317E7	299.3727959697733
2.4569428E7	301.0739299610895
2.4730539E7	301.1943462897527
2.489165E7	299.46774193548384
2.5052761E7	295.7859848484849
2.5213872E7	294.8693207377418
2.5374983E7	296.42775019597593
2.5536094E7	297.77351198144805
2.5697205E7	296.5463286713287
2.5858316E7	301.5703125
2.6019427E7	0.0
2.6180538E7	0.0
2.6341649E7	0.0
2.650276E7	0.0
2.6663871E7	0.0
2.6824982E7	0.0
2.6986093E7	0.0
2.7147204E7	0.0
2.7308315E7	0.0
2.7469426E7	0.0
2.7630537E7	0.0
2.7791648E7	0.0
2.7952759E7	0.0
2.811387E7	0.0
2.8274981E7	0.0
2.8436092E7	0.0
2.8597203E7	0.0
2.8758314E7	0.0
2.8919425E7	0.0
2.9080536E7	0.0
2.9241647E7	0.0
2.9402758E7	0.0
2.9563869E7	0.0
2.972498E7	0.0
2.9886091E7	0.0
3.0047202E7	0.0
3.0208313E7	300.76160990712077
3.0369424E7	299.93548387096774
3.0530535E7	0.0
3.0691646E7	0.0
3.0852757E7	0.0
3.1013868E7	0.0
3.1174979E7	0.0
3.133609E7	300.55929648241204
3.1497201E7	300.01057135665747
3.1658312E7	300.176026823135
3.1819423E7	300.2677896725441
3.1980534E7	301.0087440381558
3.2141645E7	301.0551181102362
3.2302756E7	299.47306967984935
3.2463867E7	299.8907952069717
3.2624978E7	302.22771317829455
3.2786089E7	300.38175746190774
3.29472E7	299.6418439716312
3.3108311E7	299.99432697266633
3.3269422E7	299.78667840375584
3.3430533E7	300.49320732427645
3.3591644E7	299.4713043478261
3.3752755E7	300.9061102831595
3.3913866E7	300.2396825396825
3.4074977E7	301.0226489414082
3.4236088E7	299.5864289252105
3.4397199E7	299.37543996871335
3.455831E7	300.31942919868277
3.4719421E7	299.9708994708995
3.4880532E7	299.68103763244426
3.5041643E7	299.752448657188
3.5202754E7	300.1469287469287
3.5363865E7	300.8343325970338
3.5524976E7	299.24968454258675
3.5686087E7	301.1107889516252
3.5847198E7	300.4743885556068
3.6008309E7	300.5814838300571
3.616942E7	299.4942132479685
